MonthStart,EmployeeID,DepartmentID,ActiveFlag,NewHireFlag,TerminatedFlag,WorkDays,PresentDays,LeaveDays,SickLeaveDays,AbsenceDays,OTHours,TrainingHours,PerformanceScore,MonthlySalary
2026-11-01,E0036,D008,1,0,0,21,18.9,1.6,0.1,0.4,5.6,1.3,3.8,23100
2026-12-01,E0036,D008,1,0,0,23,22.3,0.6,0.1,0,0.8,3.1,3.3,23100
2025-01-01,E0037,D006,1,0,0,23,21.0,0.7,0.9,0.4,9.5,0,3.7,36700
2025-02-01,E0037,D006,1,0,0,20,19.9,0,0,0.1,16.7,0,2.6,36700
2025-03-01,E0037,D006,1,0,0,21,19.8,0.4,0.8,0,5.0,4.9,3.9,36700
2025-04-01,E0037,D006,1,0,0,22,20.4,0.5,1.0,0.1,4.5,1.1,3.1,36700
2025-05-01,E0037,D006,1,0,0,22,20.8,0.0,0.7,0.5,1.8,3.8,2.8,36700
2025-06-01,E0037,D006,1,0,0,21,19.0,0.9,0.6,0.5,8.9,3.0,4.3,36700
2025-07-01,E0037,D006,1,0,0,23,19.1,2.5,1.0,0.4,11.5,5.8,3.8,36700
2025-08-01,E0037,D006,1,0,0,21,19.8,0.4,0.5,0.3,2.0,1.3,4.3,36700
2025-09-01,E0037,D006,1,0,0,22,21.1,0,0.7,0.2,13.8,0.9,3.0,36700
2025-10-01,E0037,D006,1,0,0,23,21.2,1.0,0.1,0.7,9.9,4.2,2.9,36700
2025-11-01,E0037,D006,1,0,0,20,16.6,1.5,1.8,0.1,3.4,4.8,3.1,36700
2025-12-01,E0037,D006,1,0,0,23,23,0,0,0,11.6,0.8,2.9,36700
2026-01-01,E0037,D006,1,0,0,22,20.2,0.7,0.7,0.4,15.2,1.8,4.0,36700
2026-02-01,E0037,D006,1,0,0,20,18.0,0.3,1.4,0.3,10.3,0,3.9,36700
2026-03-01,E0037,D006,1,0,0,22,21.3,0.6,0.1,0,6.0,3.5,3.6,36700
2026-04-01,E0037,D006,1,0,0,22,19.5,1.0,1.5,0,10.4,0,3.7,36700
2026-05-01,E0037,D006,1,0,0,21,18.7,1.5,0.5,0.3,11.9,3.5,2.6,36700
2026-06-01,E0037,D006,1,0,0,22,18.3,1.8,1.4,0.5,7.7,6.4,3.5,36700
2026-07-01,E0037,D006,1,0,0,23,19.5,2.1,0.8,0.6,1.0,0.9,3.7,36700
2026-08-01,E0037,D006,1,0,0,21,19.3,0.8,0.3,0.6,6.2,3.1,3.6,36700
2026-09-01,E0037,D006,1,0,0,22,21.2,0.8,0,0,7.7,6.9,3.0,36700
2026-10-01,E0037,D006,1,0,0,22,19.3,1.0,1.6,0.1,11.5,3.1,2.9,36700
2026-11-01,E0037,D006,1,0,0,21,20.5,0.2,0.2,0.1,5.3,1.5,3.5,36700
2026-12-01,E0037,D006,1,0,0,23,19.2,2.1,1.7,0,10.4,0.5,3.1,36700
2025-01-01,E0038,D008,1,0,0,23,21.6,0,1.4,0,6.9,0.4,2.1,29800
2025-02-01,E0038,D008,1,0,0,20,17.5,2.5,0,0,7.6,2.7,3.3,29800
2025-03-01,E0038,D008,1,0,0,21,18.1,2.2,0.3,0.4,0.3,5.4,3.1,29800
2025-04-01,E0038,D008,1,0,0,22,20.7,1.2,0.1,0,3.2,4.3,3.3,29800
2025-05-01,E0038,D008,1,0,0,22,20.0,1.2,0.2,0.6,0,0,4.2,29800
2025-06-01,E0038,D008,1,0,0,21,19.5,0,1.4,0.1,5.3,3.1,3.0,29800
2025-07-01,E0038,D008,1,0,0,23,19.4,1.5,1.6,0.5,1.9,5.0,2.8,29800
2025-08-01,E0038,D008,1,0,0,21,19.1,0.8,0.5,0.6,0,4.6,3.2,29800
2025-09-01,E0038,D008,1,0,0,22,21.0,0,1.0,0,0,4.1,2.5,29800
2025-10-01,E0038,D008,1,0,0,23,22.3,0.7,0,0,7.3,3.8,2.6,29800
2025-11-01,E0038,D008,1,0,0,20,18.1,0.8,0.5,0.6,5.4,0.1,2.7,29800
2025-12-01,E0038,D008,1,0,0,23,20.5,1.6,0.9,0,2.1,3.5,3.6,29800
2026-01-01,E0038,D008,1,0,0,22,21.3,0,0.3,0.4,0,4.2,2.7,29800
2026-02-01,E0038,D008,1,0,0,20,18.8,1.2,0,0,4.7,2.3,4.2,29800
2026-03-01,E0038,D008,1,0,0,22,20.1,1.7,0,0.2,6.9,4.2,4.4,29800
2026-04-01,E0038,D008,1,0,0,22,18.8,2.8,0.1,0.3,11.2,5.1,3.0,29800
2026-05-01,E0038,D008,1,0,0,21,20.7,0,0,0.3,3.7,2.1,3.1,29800
2026-06-01,E0038,D008,1,0,0,22,20.9,0.2,0.8,0.1,5.3,0,4.4,29800
2026-07-01,E0038,D008,1,0,0,23,19.9,2.1,1.0,0,6.7,0,3.6,29800
2026-08-01,E0038,D008,1,0,0,21,17.6,2.0,1.0,0.4,9.6,2.8,3.0,29800
2026-09-01,E0038,D008,1,0,0,22,20.6,0.5,0.5,0.4,0.8,4.1,3.4,29800
2026-10-01,E0038,D008,1,0,0,22,21.4,0.6,0,0,4.9,2.1,3.8,29800
2026-11-01,E0038,D008,1,0,0,21,21,0,0,0,7.3,2.2,3.4,29800
2026-12-01,E0038,D008,1,0,0,23,20.7,1.5,0.8,0,0,1.8,2.6,29800
2025-01-01,E0039,D003,1,0,0,23,21.9,0.9,0.0,0.2,4.6,1.8,3.7,32400
2025-02-01,E0039,D003,1,0,0,20,15.4,3.6,0,1.0,1.1,0,2.9,32400
2025-03-01,E0039,D003,1,0,0,21,18.7,1.7,0.6,0,2.3,1.0,3.7,32400
2025-04-01,E0039,D003,1,0,0,22,19.6,2.1,0.3,0,2.9,0,3.4,32400
2025-05-01,E0039,D003,1,0,0,22,20.5,1.3,0.2,0,7.4,3.1,3.6,32400
2025-06-01,E0039,D003,1,0,0,21,18.4,1.5,0.5,0.6,0,2.4,2.1,32400
2025-07-01,E0039,D003,1,0,0,23,20.8,0.6,1.6,0,0.7,2.4,3.9,32400
2025-08-01,E0039,D003,1,0,0,21,18.5,1.6,0.2,0.7,3.8,4.8,4.3,32400
2025-09-01,E0039,D003,1,0,0,22,21.6,0.1,0,0.3,4.6,2.6,3.5,32400
2025-10-01,E0039,D003,1,0,0,23,20.8,0.9,1.3,0,7.8,3.0,3.3,32400
2025-11-01,E0039,D003,1,0,0,20,18.8,0.1,1.1,0,4.3,4.8,2.5,32400
2025-12-01,E0039,D003,1,0,0,23,20.8,1.3,0.6,0.3,2.6,3.7,4.0,32400
2026-01-01,E0039,D003,1,0,0,22,19.7,0.7,1.6,0,2.0,4.9,3.3,32400
2026-02-01,E0039,D003,1,0,0,20,18.9,0.2,0.2,0.7,6.4,0.6,2.4,32400
2026-03-01,E0039,D003,1,0,0,22,19.1,2.3,0.6,0,1.3,0,2.7,32400
2026-04-01,E0039,D003,1,0,0,22,19.8,1.3,0.2,0.7,6.8,1.3,2.9,32400
2026-05-01,E0039,D003,1,0,0,21,17.6,2.2,0.2,1.0,4.3,0,2.3,32400
2026-06-01,E0039,D003,1,0,0,22,20.5,0.3,1.2,0.0,0,1.2,3.2,32400
2026-07-01,E0039,D003,1,0,0,23,20.0,2.2,0.7,0.1,4.9,6.9,4.0,32400
2026-08-01,E0039,D003,1,0,0,21,19.4,0.3,0.8,0.5,11.0,3.1,3.2,32400
2026-09-01,E0039,D003,1,0,0,22,20.3,1.3,0.2,0.2,1.6,2.5,2.6,32400
2026-10-01,E0039,D003,1,0,0,22,19.3,1.8,0.9,0,6.2,1.4,4.2,32400
2026-11-01,E0039,D003,1,0,0,21,17.8,1.9,1.0,0.3,0.9,0,3.5,32400
2026-12-01,E0039,D003,1,0,0,23,22.4,0,0.6,0,6.3,3.5,2.7,32400
2025-01-01,E0040,D004,1,0,0,23,21.8,0.1,0.7,0.4,4.7,1.1,3.5,49500
2025-02-01,E0040,D004,1,0,0,20,19.0,0.8,0.2,0,4.1,0.9,3.3,49500
2025-03-01,E0040,D004,1,0,0,21,20.1,0,0.9,0,4.2,5.5,4.3,49500
2025-04-01,E0040,D004,1,0,0,22,20.3,1.6,0,0.1,4.9,3.0,3.5,49500
2025-05-01,E0040,D004,1,0,0,22,19.0,1.7,0.8,0.5,6.5,1.1,3.2,49500
2025-06-01,E0040,D004,1,0,0,21,19.3,1.0,0.7,0,4.0,1.8,3.1,49500
2025-07-01,E0040,D004,1,0,0,23,19.9,1.4,1.0,0.7,7.1,1.7,4.1,49500
2025-08-01,E0040,D004,1,0,0,21,20.3,0,0.7,0,2.3,6.5,3.2,49500
2025-09-01,E0040,D004,1,0,0,22,19.9,1.2,0.8,0.1,0,3.2,3.2,49500
2025-10-01,E0040,D004,1,0,0,23,21.4,0.9,0.4,0.3,5.2,0,3.5,49500
2025-11-01,E0040,D004,1,0,0,20,17.4,2.6,0,0,1.9,0,2.4,49500
2025-12-01,E0040,D004,1,0,0,23,21.8,0.1,1.1,0,1.2,2.2,3.7,49500
2026-01-01,E0040,D004,1,0,0,22,19.1,1.4,0.5,1.0,4.8,3.4,3.1,49500
2026-02-01,E0040,D004,1,0,0,20,19.8,0.2,0,0,5.7,2.8,3.1,49500
2026-03-01,E0040,D004,1,0,0,22,20.3,0.7,1.0,0.0,4.1,3.1,3.7,49500
2026-04-01,E0040,D004,1,0,0,22,21.7,0.3,0,0,5.1,1.3,3.2,49500
2026-05-01,E0040,D004,1,0,0,21,20.8,0,0.0,0.2,4.1,0.3,2.8,49500
2026-06-01,E0040,D004,1,0,0,22,18.9,2.7,0.3,0.1,0,0.9,3.2,49500
2026-07-01,E0040,D004,1,0,0,23,22.5,0,0.5,0,1.8,0.9,2.5,49500
2026-08-01,E0040,D004,1,0,0,21,20.5,0,0.5,0,3.4,2.2,3.6,49500
2026-09-01,E0040,D004,1,0,0,22,20.2,1.7,0.1,0,4.6,4.2,3.2,49500
2026-10-01,E0040,D004,1,0,0,22,20.7,0.9,0.3,0.1,5.9,1.7,3.7,49500
2026-11-01,E0040,D004,1,0,0,21,18.0,1.4,1.6,0,7.5,4.1,2.7,49500
2026-12-01,E0040,D004,1,0,0,23,20.7,1.5,0.8,0,0,4.0,2.7,49500
2025-01-01,E0041,D006,1,0,0,23,21.9,0.8,0,0.3,0,1.3,3.1,39200
2025-02-01,E0041,D006,1,0,0,20,18.7,1.0,0,0.3,11.4,1.8,3.2,39200
2025-03-01,E0041,D006,1,0,0,21,19.7,0,1.3,0.0,12.2,2.9,3.4,39200
2025-04-01,E0041,D006,1,0,0,22,19.8,1.6,0.1,0.5,16.9,2.9,3.3,39200
2025-05-01,E0041,D006,1,0,0,22,19.4,1.9,0.7,0,7.3,2.8,3.8,39200
2025-06-01,E0041,D006,1,0,0,21,18.8,0.5,0.9,0.8,12.0,2.4,3.7,39200
2025-07-01,E0041,D006,1,0,0,23,22.4,0.6,0,0,2.2,4.4,3.1,39200
2025-08-01,E0041,D006,1,0,0,21,20.1,0,0.7,0.2,10.5,0,2.8,39200
2025-09-01,E0041,D006,1,0,0,22,19.0,2.6,0.1,0.3,9.6,0,2.6,39200
2025-10-01,E0041,D006,1,0,0,23,21.3,1.4,0.3,0.0,14.2,0,3.4,39200
2025-11-01,E0041,D006,1,0,0,20,17.0,2.1,0.9,0.0,11.3,3.7,2.9,39200
2025-12-01,E0041,D006,1,0,0,23,22.0,0,0.9,0.1,18.1,1.2,3.9,39200
2026-01-01,E0041,D006,1,0,0,22,19.5,1.7,0.7,0.1,4.3,1.9,3.1,39200
2026-02-01,E0041,D006,1,0,0,20,18.8,1.0,0,0.2,17.9,0.7,3.7,39200
2026-03-01,E0041,D006,1,0,0,22,21.1,0,0.7,0.2,4.4,3.6,3.5,39200
2026-04-01,E0041,D006,1,0,0,22,18.6,2.6,0.5,0.3,8.3,0.3,4.8,39200
2026-05-01,E0041,D006,1,0,0,21,19.1,1.2,0.6,0.1,1.7,0,2.5,39200
2026-06-01,E0041,D006,1,0,0,22,19.1,2.2,0.7,0.0,1.8,0.8,3.3,39200
2026-07-01,E0041,D006,1,0,0,23,22.1,0,0.9,0,7.6,2.3,2.2,39200
2026-08-01,E0041,D006,1,0,0,21,18.8,1.7,0.5,0,7.0,1.8,2.8,39200
2026-09-01,E0041,D006,1,0,0,22,19.4,1.3,1.1,0.2,1.9,1.1,2.3,39200
2026-10-01,E0041,D006,1,0,0,22,20.6,1.2,0,0.2,13.0,4.3,3.5,39200
2026-11-01,E0041,D006,1,0,0,21,19.3,0.8,0,0.9,20.0,2.3,3.6,39200
2026-12-01,E0041,D006,1,0,0,23,22.7,0,0.2,0.1,6.1,6.0,3.6,39200
2026-02-01,E0042,D006,1,1,0,10,9.2,0.4,0.2,0.2,1.0,3.5,3.4,27100
2026-03-01,E0042,D006,1,0,0,22,19.6,1.8,0.6,0,5.7,5.3,3.6,27100
2026-04-01,E0042,D006,1,0,0,22,19.6,1.5,0.8,0.1,3.5,6.1,3.3,27100
2026-05-01,E0042,D006,1,0,0,21,17.9,2.2,0.4,0.5,4.7,0,3.2,27100
2026-06-01,E0042,D006,1,0,0,22,20.4,0.6,0.8,0.2,1.3,1.0,2.6,27100
2026-07-01,E0042,D006,1,0,0,23,22.3,0.3,0.4,0,14.8,3.3,2.9,27100
2026-08-01,E0042,D006,1,0,0,21,17.6,2.2,1.0,0.2,7.2,6.4,3.8,27100
2026-09-01,E0042,D006,1,0,0,22,21.5,0.0,0.5,0,13.5,0.4,3.0,27100
2026-10-01,E0042,D006,1,0,0,22,20.9,0.4,0.7,0,9.0,0,3.9,27100
2026-11-01,E0042,D006,1,0,0,21,20.3,0,0.5,0.2,6.5,4.7,4.0,27100
2026-12-01,E0042,D006,1,0,0,23,19.7,2.0,1.1,0.2,7.1,3.0,4.0,27100
2025-01-01,E0043,D006,1,0,0,23,22.0,1.0,0,0,18.0,0.9,3.1,33700
2025-02-01,E0043,D006,1,0,0,20,16.9,1.9,0.9,0.3,9.7,0,4.6,33700
2025-03-01,E0043,D006,1,0,0,21,19.1,0.7,1.0,0.2,6.3,2.0,3.3,33700
2025-04-01,E0043,D006,1,0,0,22,19.2,2.5,0,0.3,18.0,1.5,3.4,33700
2025-05-01,E0043,D006,1,0,0,22,20.6,0,1.4,0,12.2,0,2.9,33700
2025-06-01,E0043,D006,1,0,0,21,19.8,1.2,0,0.0,2.3,2.7,2.7,33700
2025-07-01,E0043,D006,1,0,0,23,22.4,0.0,0.6,0,12.2,0.9,4.3,33700
2025-08-01,E0043,D006,1,0,0,21,20.3,0.5,0,0.2,14.0,0,3.0,33700
2025-09-01,E0043,D006,1,0,0,22,19.9,2.1,0,0,1.0,1.8,2.7,33700
2025-10-01,E0043,D006,1,0,0,23,21.6,1.4,0,0,8.0,1.3,3.3,33700
2025-11-01,E0043,D006,1,0,0,20,19.3,0.1,0,0.6,11.1,3.3,4.0,33700
2025-12-01,E0043,D006,1,0,0,23,21.0,1.4,0.3,0.3,7.8,6.0,3.5,33700
2026-01-01,E0043,D006,1,0,0,22,19.3,1.0,1.3,0.4,5.5,3.5,2.7,33700
2026-02-01,E0043,D006,1,0,0,20,18.5,0.8,0.5,0.2,8.2,0.6,3.6,33700
2026-03-01,E0043,D006,1,0,0,22,20.3,1.5,0.1,0.1,11.5,3.5,3.6,33700
2026-04-01,E0043,D006,1,0,0,22,19.4,1.4,0.8,0.4,11.3,1.5,3.6,33700
2026-05-01,E0043,D006,1,0,0,21,20.3,0.4,0.1,0.2,9.3,1.1,3.7,33700
2026-06-01,E0043,D006,1,0,0,22,21.0,0.3,0.7,0,15.6,3.5,3.7,33700
2026-07-01,E0043,D006,1,0,0,23,22.0,1.0,0,0,9.4,1.8,3.6,33700
2026-08-01,E0043,D006,1,0,0,21,18.4,1.9,0.7,0,12.2,1.3,3.6,33700
2026-09-01,E0043,D006,1,0,0,22,19.7,1.5,0.2,0.6,7.3,2.6,4.1,33700
2026-10-01,E0043,D006,1,0,0,22,20.8,1.2,0,0,10.2,1.6,3.1,33700
2026-11-01,E0043,D006,1,0,0,21,18.1,1.9,0.3,0.7,8.2,0.5,3.3,33700
2026-12-01,E0043,D006,1,0,0,23,20.6,1.8,0.1,0.5,9.0,3.3,3.0,33700
2025-01-01,E0044,D007,1,0,0,23,21.1,1.0,0.4,0.5,6.7,0,2.8,27900
2025-02-01,E0044,D007,1,0,0,20,18.8,0.4,0.8,0,4.1,1.9,3.4,27900
2025-03-01,E0044,D007,1,0,0,21,20.1,0.9,0,0.0,13.8,3.3,3.6,27900
2025-04-01,E0044,D007,1,0,0,22,21.4,0.3,0.3,0,11.8,4.2,3.3,27900
2025-05-01,E0044,D007,1,0,0,22,21.2,0.7,0,0.1,17.3,1.1,3.5,27900
2025-06-01,E0044,D007,1,0,0,21,18.8,1.8,0.4,0,10.7,5.6,3.5,27900
2025-07-01,E0044,D007,1,0,0,23,21.6,1.0,0.4,0,10.6,1.5,2.9,27900
2025-08-01,E0044,D007,1,0,0,21,18.7,2.1,0,0.2,2.8,3.2,2.6,27900
2025-09-01,E0044,D007,1,0,0,22,19.9,1.2,0.5,0.4,2.5,1.6,2.9,27900
2025-10-01,E0044,D007,1,0,0,23,21.4,1.6,0,0,11.4,2.8,2.6,27900
2025-11-01,E0044,D007,1,0,0,20,17.0,2.0,0.5,0.5,6.9,2.6,3.5,27900
2025-12-01,E0044,D007,1,0,0,23,20.7,0.6,1.7,0.0,10.7,1.2,3.1,27900
2026-01-01,E0044,D007,1,0,0,22,21.0,0.9,0.1,0,9.2,1.7,4.6,27900
2026-02-01,E0044,D007,1,0,0,20,18.8,0.8,0.1,0.3,17.7,0,4.1,27900
2026-03-01,E0044,D007,1,0,0,22,21.8,0.0,0.2,0,6.7,0,3.1,27900
2026-04-01,E0044,D007,1,0,0,22,20.7,0.7,0.4,0.2,10.3,2.3,4.1,27900
2026-05-01,E0044,D007,1,0,0,21,18.5,1.2,1.1,0.2,5.8,0,1.9,27900
2026-06-01,E0044,D007,1,0,0,22,21.3,0.6,0,0.1,15.4,0,3.8,27900
2026-07-01,E0044,D007,1,0,0,23,22.1,0,0,0.9,12.8,0,4.1,27900
2026-08-01,E0044,D007,1,0,0,21,18.9,0.8,1.3,0,10.0,2.7,2.3,27900
2026-09-01,E0044,D007,1,0,0,22,20.0,1.1,0.9,0,11.6,3.8,3.4,27900
2026-10-01,E0044,D007,1,0,0,22,18.5,2.0,0.8,0.7,10.3,4.6,3.3,27900
2026-11-01,E0044,D007,1,0,0,21,18.5,1.6,0.6,0.3,12.7,1.9,3.2,27900
2026-12-01,E0044,D007,1,0,0,23,22.4,0,0.6,0,5.1,1.7,3.8,27900
2025-11-01,E0045,D001,1,1,0,3,0.7,1.5,0.7,0.1,10.4,0.7,4.2,34700
2025-12-01,E0045,D001,1,0,0,23,20.4,2.5,0.1,0,3.2,0.6,2.9,34700
2026-01-01,E0045,D001,1,0,0,22,19.8,1.3,0.5,0.4,9.9,2.9,3.2,34700
2026-02-01,E0045,D001,1,0,0,20,16.3,2.4,1.3,0,10.5,2.0,3.3,34700
2026-03-01,E0045,D001,1,0,0,22,21.5,0.5,0,0.0,13.7,5.3,3.9,34700
2026-04-01,E0045,D001,1,0,0,22,19.6,1.1,1.2,0.1,8.4,0,4.1,34700
2026-05-01,E0045,D001,1,0,0,21,19.1,1.9,0,0,19.0,3.0,2.8,34700
2026-06-01,E0045,D001,1,0,0,22,20.0,0.7,0.8,0.5,13.0,5.7,3.8,34700
2026-07-01,E0045,D001,1,0,0,23,20.5,1.4,1.1,0,6.1,0,3.8,34700
2026-08-01,E0045,D001,1,0,0,21,19.8,0.4,0.6,0.2,7.3,1.7,3.9,34700
2026-09-01,E0045,D001,1,0,0,22,19.3,2.5,0.2,0,18.6,2.7,3.1,34700
2026-10-01,E0045,D001,1,0,0,22,20.3,0.7,0.9,0.1,9.5,0,3.0,34700
2026-11-01,E0045,D001,1,0,0,21,17.8,2.0,0.7,0.5,0.5,1.3,3.6,34700
2026-12-01,E0045,D001,1,0,0,23,19.6,1.6,1.6,0.2,4.5,1.0,2.7,34700
2025-01-01,E0046,D008,1,0,0,23,20.4,2.2,0.4,0,7.4,5.2,3.2,21200
2025-02-01,E0046,D008,1,0,0,20,18.9,0.5,0.6,0,5.5,3.9,3.5,21200
2025-03-01,E0046,D008,1,0,0,21,18.7,1.6,0.5,0.2,8.2,2.7,4.3,21200
2025-04-01,E0046,D008,1,0,0,22,19.8,1.8,0.3,0.1,2.0,4.9,4.9,21200
2025-05-01,E0046,D008,1,0,0,22,20.3,0.8,0.6,0.3,4.3,2.2,3.7,21200
2025-06-01,E0046,D008,1,0,0,21,20.8,0,0,0.2,4.2,2.9,3.7,21200
2025-07-01,E0046,D008,1,0,0,23,20.9,2.1,0,0,7.2,2.7,3.5,21200
2025-08-01,E0046,D008,1,0,0,21,18.3,2.1,0,0.6,4.6,0,4.1,21200
2025-09-01,E0046,D008,1,0,0,22,18.1,2.6,1.3,0.0,6.1,3.6,2.6,21200
2025-10-01,E0046,D008,1,0,0,23,18.9,3.3,0,0.8,3.9,3.0,3.3,21200
2025-11-01,E0046,D008,1,0,0,20,16.1,2.3,1.4,0.2,2.1,1.1,3.8,21200
2025-12-01,E0046,D008,1,0,0,23,22.9,0,0,0.1,4.9,1.5,3.2,21200
2026-01-01,E0046,D008,1,0,0,22,21.7,0,0.2,0.1,4.9,3.6,2.3,21200
2026-02-01,E0046,D008,1,0,0,20,17.3,2.4,0,0.3,2.6,4.5,3.7,21200
2026-03-01,E0046,D008,1,0,0,22,20.9,0.8,0.3,0,3.7,1.0,2.9,21200
2026-04-01,E0046,D008,1,0,0,22,21.5,0,0.5,0,6.6,1.4,2.6,21200
2026-05-01,E0046,D008,1,0,0,21,20.2,0.3,0.5,0,7.9,2.0,3.3,21200
2026-06-01,E0046,D008,1,0,0,22,19.8,1.1,0.8,0.3,1.7,1.1,4.5,21200
2026-07-01,E0046,D008,1,0,0,23,23,0,0,0,6.7,3.1,3.6,21200
2026-08-01,E0046,D008,1,0,0,21,20.2,0.2,0.6,0,2.3,1.0,3.0,21200
2026-09-01,E0046,D008,1,0,0,22,21.1,0.1,0.6,0.2,1.5,1.6,3.6,21200
2026-10-01,E0046,D008,1,0,0,22,19.7,1.1,1.2,0.0,5.0,3.8,2.8,21200
2026-11-01,E0046,D008,1,0,0,21,20.7,0.0,0,0.3,3.4,3.0,3.5,21200
2026-12-01,E0046,D008,1,0,0,23,21.0,1.2,0.8,0,6.2,3.7,2.6,21200
2025-01-01,E0047,D007,1,0,0,23,19.5,0.8,1.3,1.4,8.8,2.5,2.5,22700
2025-02-01,E0047,D007,1,0,0,20,18.5,1.1,0.4,0,17.8,2.9,2.9,22700
2025-03-01,E0047,D007,1,0,0,21,20.1,0.0,0.9,0,4.3,0,3.3,22700
2025-04-01,E0047,D007,1,0,0,22,19.4,1.5,0.9,0.2,17.2,0.1,3.5,22700
2025-05-01,E0047,D007,1,0,0,22,20.6,1.3,0,0.1,3.5,3.0,2.9,22700
2025-06-01,E0047,D007,1,0,0,21,18.1,1.6,1.3,0.0,5.8,0.1,3.6,22700
2025-07-01,E0047,D007,1,0,0,23,21.1,0.2,1.0,0.7,17.6,6.1,3.5,22700
2025-08-01,E0047,D007,1,0,0,21,19.6,1.4,0.0,0,12.7,0,3.9,22700
2025-09-01,E0047,D007,1,0,0,22,20.8,0.2,0.3,0.7,10.3,3.5,3.3,22700
2025-10-01,E0047,D007,1,0,0,23,20.9,1.8,0.3,0,4.1,0,2.7,22700
2025-11-01,E0047,D007,1,0,0,20,18.0,1.6,0.4,0,12.9,2.9,3.6,22700
2025-12-01,E0047,D007,1,0,0,23,22.5,0.1,0.2,0.2,7.6,4.5,3.8,22700
2026-01-01,E0047,D007,1,0,0,22,19.1,2.3,0.6,0,9.2,7.2,4.0,22700
2026-02-01,E0047,D007,1,0,0,20,18.3,0.9,0.8,0.0,7.4,4.8,3.6,22700
2026-03-01,E0047,D007,1,0,0,22,18.8,1.8,1.4,0,10.6,4.4,3.8,22700
2026-04-01,E0047,D007,1,0,0,22,20.0,0.7,0.5,0.8,6.2,3.4,3.7,22700
2026-05-01,E0047,D007,1,0,0,21,20.2,0,0.8,0,10.1,5.0,3.1,22700
2026-06-01,E0047,D007,1,0,0,22,21.5,0,0.4,0.1,9.6,3.0,3.6,22700
2026-07-01,E0047,D007,1,0,0,23,22.0,0,1.0,0,7.2,4.1,3.0,22700
2026-08-01,E0047,D007,1,0,0,21,21.0,0,0.0,0,19.0,0,3.6,22700
2026-09-01,E0047,D007,1,0,0,22,21.2,0.8,0.0,0,3.1,3.2,3.8,22700
2026-10-01,E0047,D007,1,0,0,22,19.8,2.2,0,0,11.9,3.6,4.1,22700
2026-11-01,E0047,D007,1,0,0,21,19.5,0,1.3,0.2,19.1,2.1,4.2,22700
2026-12-01,E0047,D007,1,0,0,23,20.9,0.5,1.6,0,1.4,3.0,4.0,22700
2025-01-01,E0048,D001,1,0,0,23,20.2,2.1,0.4,0.3,8.9,5.2,4.0,22300
2025-02-01,E0048,D001,1,0,0,20,18.4,0.5,1.0,0.1,14.9,1.7,3.5,22300
2025-03-01,E0048,D001,1,0,0,21,20.5,0.5,0,0,14.6,3.7,3.0,22300
2025-04-01,E0048,D001,1,0,0,22,19.7,1.4,0.5,0.4,6.8,2.5,2.8,22300
2025-05-01,E0048,D001,1,0,0,22,19.1,2.0,0.7,0.2,21.2,4.9,4.2,22300
2025-06-01,E0048,D001,1,0,0,21,19.2,1.3,0.2,0.3,9.3,1.8,4.1,22300
2025-07-01,E0048,D001,1,0,0,23,21.5,0.7,0.6,0.2,1.5,3.6,3.8,22300
2025-08-01,E0048,D001,1,0,0,21,19.4,1.0,0.6,0.0,5.9,1.2,2.4,22300
2025-09-01,E0048,D001,1,0,0,22,20.5,1.5,0,0,0,1.2,3.7,22300
2025-10-01,E0048,D001,1,0,0,23,21.2,1.1,0.5,0.2,0.5,4.2,3.2,22300
2025-11-01,E0048,D001,1,0,0,20,18.3,1.0,0.7,0,16.1,1.8,3.7,22300
2025-12-01,E0048,D001,1,0,0,23,21.6,0.7,0.1,0.6,3.0,3.1,3.1,22300
2026-01-01,E0048,D001,1,0,0,22,19.2,1.5,0.9,0.4,11.8,1.3,3.3,22300
2026-02-01,E0048,D001,1,0,0,20,17.3,1.3,1.1,0.3,8.1,2.9,3.9,22300
2026-03-01,E0048,D001,1,0,0,22,19.7,1.4,0.9,0,13.5,1.8,3.5,22300
2026-04-01,E0048,D001,1,0,0,22,20.5,1.5,0,0.0,10.4,2.8,3.9,22300
2026-05-01,E0048,D001,1,0,0,21,20.5,0,0,0.5,12.7,6.4,3.3,22300
2026-06-01,E0048,D001,1,0,0,22,18.2,2.1,1.7,0,0.7,1.5,2.6,22300
2026-07-01,E0048,D001,1,0,0,23,20.3,2.4,0.3,0,15.2,3.8,3.1,22300
2026-08-01,E0048,D001,1,0,0,21,19.4,1.6,0,0,14.9,0.8,3.1,22300
2026-09-01,E0048,D001,1,0,0,22,21.3,0.6,0.1,0,1.2,2.8,4.2,22300
2026-10-01,E0048,D001,1,0,0,22,20.1,1.6,0.2,0.1,0.6,2.0,3.3,22300
2026-11-01,E0048,D001,1,0,0,21,19.4,0.5,0.8,0.3,11.8,6.9,3.7,22300
2026-12-01,E0048,D001,1,0,0,23,22.9,0,0,0.1,4.5,2.0,4.2,22300
2025-01-01,E0049,D007,1,0,0,23,21.3,1.1,0,0.6,8.0,2.4,3.5,18300
2025-02-01,E0049,D007,1,0,0,20,18.4,1.5,0.0,0.1,15.2,5.0,2.9,18300
2025-03-01,E0049,D007,1,0,0,21,18.7,1.0,1.3,0.0,2.3,1.2,3.7,18300
2025-04-01,E0049,D007,1,0,0,22,20.4,0.9,0.5,0.2,7.6,3.5,4.1,18300
